pair_id,band,paradigm,frame_id,patient,agent,prefix,suffix,good_lemma,bad_lemma,good_verb,bad_verb,bad_active_class,good_lemma_zipf,bad_lemma_zipf,good_form_zipf,bad_form_zipf,lemma_zipf_gap,form_zipf_gap,both_lemmas_in_band,sentence_good,sentence_bad,good_whole_lp,good_verb_lp,good_suffix_lp,good_by_lp,good_n_scored_tokens,good_verb_tokens,bad_whole_lp,bad_verb_lp,bad_suffix_lp,bad_by_lp,bad_n_scored_tokens,bad_verb_tokens,whole_margin,verb_margin,suffix_margin,by_margin,correct
tail/passive_1/subjugate/was,tail,passive_1,was,province,empire,The province was , by the empire.,subjugate,collude,subjugated,colluded,released_inventory,2.47,2.49,2.69,2.74,-0.020000000000000018,-0.050000000000000266,1,The province was subjugated by the empire.,The province was colluded by the empire.,-36.42030508443713,-12.786618363112211,-10.26456993818283,-0.8518583178520203,9,3,-44.60721606016159,-16.140971183776855,-15.097128093242645,-1.8776848316192627,8,2,8.186910975724459,3.3543528206646442,4.8325581550598145,1.0258265137672424,1
tail/passive_1/subjugate/had_been,tail,passive_1,had_been,province,empire,The province had been , by the empire.,subjugate,collude,subjugated,colluded,released_inventory,2.47,2.49,2.69,2.74,-0.020000000000000018,-0.050000000000000266,1,The province had been subjugated by the empire.,The province had been colluded by the empire.,-38.45416080672294,-12.867362615652382,-9.363091945648193,-0.7176726460456848,10,3,-46.19323068857193,-15.35526180267334,-14.614262640476227,-2.1209354400634766,9,2,7.739069881848991,2.4878991870209575,5.2511706948280334,1.4032627940177917,1
tail/passive_2/subjugate/was,tail,passive_2,was,province,,The province was ,.,subjugate,collude,subjugated,colluded,released_inventory,2.47,2.49,2.69,2.74,-0.020000000000000018,-0.050000000000000266,1,The province was subjugated.,The province was colluded.,-31.007593285292387,-12.786618363112211,-4.851858139038086,0.0,6,3,-34.82527303695679,-16.140971183776855,-5.315185070037842,0.0,5,2,3.8176797516644,3.3543528206646442,0.46332693099975586,0.0,1
tail/passive_2/subjugate/had_been,tail,passive_2,had_been,province,,The province had been ,.,subjugate,collude,subjugated,colluded,released_inventory,2.47,2.49,2.69,2.74,-0.020000000000000018,-0.050000000000000266,1,The province had been subjugated.,The province had been colluded.,-33.746241685934365,-12.867362615652382,-4.655172824859619,0.0,7,3,-36.69990348815918,-15.35526180267334,-5.120935440063477,0.0,6,2,2.953661802224815,2.4878991870209575,0.4657626152038574,0.0,1
tail/passive_1/blurt/was,tail,passive_1,was,secret,witness,The secret was , by the witness.,blurt,stagnate,blurted,stagnated,released_inventory,2.48,2.49,2.62,2.65,-0.010000000000000231,-0.029999999999999805,1,The secret was blurted by the witness.,The secret was stagnated by the witness.,-39.88744135200977,-11.24431486427784,-15.539561748504639,-5.370331764221191,9,3,-47.255656480789185,-16.597493648529053,-17.554598093032837,-3.2977254390716553,8,2,7.368215128779411,5.353178784251213,2.0150363445281982,-2.072606325149536,1
tail/passive_1/blurt/had_been,tail,passive_1,had_been,secret,witness,The secret had been , by the witness.,blurt,stagnate,blurted,stagnated,released_inventory,2.48,2.49,2.62,2.65,-0.010000000000000231,-0.029999999999999805,1,The secret had been blurted by the witness.,The secret had been stagnated by the witness.,-40.42740004253574,-9.319683541776612,-14.74462890625,-4.698340892791748,10,3,-50.69058448076248,-16.55601692199707,-17.771479964256287,-3.7862424850463867,9,2,10.263184438226745,7.236333380220458,3.0268510580062866,-0.9120984077453613,1
tail/passive_2/blurt/was,tail,passive_2,was,secret,,The secret was ,.,blurt,stagnate,blurted,stagnated,released_inventory,2.48,2.49,2.62,2.65,-0.010000000000000231,-0.029999999999999805,1,The secret was blurted.,The secret was stagnated.,-29.155711367726326,-11.24431486427784,-4.807831764221191,0.0,6,3,-31.561283826828003,-16.597493648529053,-1.8602254390716553,0.0,5,2,2.405572459101677,5.353178784251213,-2.947606325149536,0.0,1
tail/passive_2/blurt/had_been,tail,passive_2,had_been,secret,,The secret had been ,.,blurt,stagnate,blurted,stagnated,released_inventory,2.48,2.49,2.62,2.65,-0.010000000000000231,-0.029999999999999805,1,The secret had been blurted.,The secret had been stagnated.,-29.818612029077485,-9.319683541776612,-4.135840892791748,0.0,7,3,-35.26784700155258,-16.55601692199707,-2.3487424850463867,0.0,6,2,5.449234972475097,7.236333380220458,-1.7870984077453613,0.0,1
tail/passive_1/eschew/was,tail,passive_1,was,habit,monk,The habit was , by the monk.,eschew,languish,eschewed,languished,released_inventory,2.57,2.55,2.49,2.52,0.020000000000000018,-0.029999999999999805,1,The habit was eschewed by the monk.,The habit was languished by the monk.,-39.98742366954684,-12.497660171240568,-13.714338779449463,-1.7715551853179932,9,3,-46.186315298080444,-17.910944938659668,-14.499945640563965,-2.5960946083068848,9,3,6.198891628533602,5.4132847674191,0.785606861114502,0.8245394229888916,1
tail/passive_1/eschew/had_been,tail,passive_1,had_been,habit,monk,The habit had been , by the monk.,eschew,languish,eschewed,languished,released_inventory,2.57,2.55,2.49,2.52,0.020000000000000018,-0.029999999999999805,1,The habit had been eschewed by the monk.,The habit had been languished by the monk.,-43.87251549400389,-12.961029702797532,-13.569219946861267,-1.7510850429534912,10,3,-53.29647374153137,-17.47046208381653,-18.48374581336975,-5.050066947937012,10,3,9.42395824752748,4.509432381018996,4.914525866508484,3.2989819049835205,1
tail/passive_2/eschew/was,tail,passive_2,was,habit,,The habit was ,.,eschew,languish,eschewed,languished,released_inventory,2.57,2.55,2.49,2.52,0.020000000000000018,-0.029999999999999805,1,The habit was eschewed.,The habit was languished.,-28.919640075415373,-12.497660171240568,-2.646555185317993,0.0,6,3,-33.907464265823364,-17.910944938659668,-2.2210946083068848,0.0,6,3,4.987824190407991,5.4132847674191,-0.4254605770111084,0.0,1
tail/passive_2/eschew/had_been,tail,passive_2,had_been,habit,,The habit had been ,.,eschew,languish,eschewed,languished,released_inventory,2.57,2.55,2.49,2.52,0.020000000000000018,-0.029999999999999805,1,The habit had been eschewed.,The habit had been languished.,-33.179380590096116,-12.961029702797532,-2.876085042953491,0.0,7,3,-37.862794637680054,-17.47046208381653,-3.0500667095184326,0.0,7,3,4.683414047583938,4.509432381018996,0.1739816665649414,0.0,1
tail/passive_1/christen/was,tail,passive_1,was,infant,priest,The infant was , by the priest.,christen,dwindle,christened,dwindled,released_inventory,2.63,2.61,2.92,2.92,0.020000000000000018,0.0,1,The infant was christened by the priest.,The infant was dwindled by the priest.,-31.93744495115243,-8.603491093730554,-10.443021059036255,-2.2099571228027344,8,2,-46.11381793022156,-17.753201484680176,-15.469683647155762,-3.5904922485351562,9,3,14.176372979069129,9.149710390949622,5.026662588119507,1.3805351257324219,1
tail/passive_1/christen/had_been,tail,passive_1,had_been,infant,priest,The infant had been , by the priest.,christen,dwindle,christened,dwindled,released_inventory,2.63,2.61,2.92,2.92,0.020000000000000018,0.0,1,The infant had been christened by the priest.,The infant had been dwindled by the priest.,-34.90385833522305,-8.374492914881557,-10.33451509475708,-2.6326680183410645,9,2,-50.13800799846649,-17.40935730934143,-16.53380036354065,-3.6189157962799072,10,3,15.234149663243443,9.034864394459873,6.199285268783569,0.9862477779388428,1
tail/passive_2/christen/was,tail,passive_2,was,infant,,The infant was ,.,christen,dwindle,christened,dwindled,released_inventory,2.63,2.61,2.92,2.92,0.020000000000000018,0.0,1,The infant was christened.,The infant was dwindled.,-26.82938101491891,-8.603491093730554,-5.334957122802734,0.0,5,2,-34.73462653160095,-17.753201484680176,-4.090492248535156,0.0,6,3,7.905245516682044,9.149710390949622,-1.2444648742675781,0.0,1
tail/passive_2/christen/had_been,tail,passive_2,had_been,infant,,The infant had been ,.,christen,dwindle,christened,dwindled,released_inventory,2.63,2.61,2.92,2.92,0.020000000000000018,0.0,1,The infant had been christened.,The infant had been dwindled.,-28.452011258807033,-8.374492914881557,-3.8826680183410645,0.0,6,2,-38.41062319278717,-17.40935730934143,-4.806415557861328,0.0,7,3,9.958611933980137,9.034864394459873,0.9237475395202637,0.0,1
tail/passive_1/outdo/was,tail,passive_1,was,champion,challenger,The champion was , by the challenger.,outdo,recede,outdone,receded,released_inventory,2.72,2.71,2.8,2.78,0.010000000000000231,0.020000000000000018,1,The champion was outdone by the challenger.,The champion was receded by the challenger.,-31.71109436455299,-10.83096170425415,-8.005996212392347,-0.8113880753517151,9,2,-42.69258483656449,-16.421141862869263,-13.397306525788736,-3.450902223587036,10,3,10.981490472011501,5.590180158615112,5.391310313396389,2.639514148235321,1
tail/passive_1/outdo/had_been,tail,passive_1,had_been,champion,challenger,The champion had been , by the challenger.,outdo,recede,outdone,receded,released_inventory,2.72,2.71,2.8,2.78,0.010000000000000231,0.020000000000000018,1,The champion had been outdone by the challenger.,The champion had been receded by the challenger.,-34.25466753580258,-9.151399612426758,-8.875787511846283,-1.275881052017212,10,2,-48.22760945762275,-16.543004035949707,-15.4571250101435,-3.257765293121338,11,3,13.972941921820166,7.391604423522949,6.581337498297216,1.981884241104126,1
tail/passive_2/outdo/was,tail,passive_2,was,champion,,The champion was ,.,outdo,recede,outdone,receded,released_inventory,2.72,2.71,2.8,2.78,0.010000000000000231,0.020000000000000018,1,The champion was outdone.,The champion was receded.,-26.266486167907715,-10.83096170425415,-2.5613880157470703,0.0,5,2,-32.49618053436279,-16.421141862869263,-3.200902223587036,0.0,6,3,6.229694366455078,5.590180158615112,0.6395142078399658,0.0,1
tail/passive_2/outdo/had_been,tail,passive_2,had_been,champion,,The champion had been ,.,outdo,recede,outdone,receded,released_inventory,2.72,2.71,2.8,2.78,0.010000000000000231,0.020000000000000018,1,The champion had been outdone.,The champion had been receded.,-27.27976107597351,-9.151399612426758,-1.900881052017212,0.0,6,2,-36.153249740600586,-16.543004035949707,-3.382765293121338,0.0,7,3,8.873488664627075,7.391604423522949,1.481884241104126,0.0,1
tail/passive_1/reinstall/was,tail,passive_1,was,program,technician,The program was , by the technician.,reinstall,seep,reinstalled,seeped,released_inventory,2.76,2.79,2.54,2.56,-0.03000000000000025,-0.020000000000000018,1,The program was reinstalled by the technician.,The program was seeped by the technician.,-33.98823964595795,-11.30406665802002,-12.721590399742126,-3.5718228816986084,8,2,-48.67489357851446,-16.13511916063726,-22.577191829681396,-5.23750114440918,9,3,14.68665393255651,4.83105250261724,9.85560142993927,1.6656782627105713,1
tail/passive_1/reinstall/had_been,tail,passive_1,had_been,program,technician,The program had been , by the technician.,reinstall,seep,reinstalled,seeped,released_inventory,2.76,2.79,2.54,2.56,-0.03000000000000025,-0.020000000000000018,1,The program had been reinstalled by the technician.,The program had been seeped by the technician.,-38.409168004989624,-12.064447402954102,-11.816762804985046,-3.5995001792907715,9,2,-53.26856311550364,-16.067946278955787,-22.672659039497375,-6.132446765899658,10,3,14.859395110514015,4.003498876001686,10.855896234512329,2.5329465866088867,1
tail/passive_2/reinstall/was,tail,passive_2,was,program,,The program was ,.,reinstall,seep,reinstalled,seeped,released_inventory,2.76,2.79,2.54,2.56,-0.03000000000000025,-0.020000000000000018,1,The program was reinstalled.,The program was seeped.,-23.71347212791443,-11.30406665802002,-2.4468228816986084,0.0,5,2,-31.96020289324224,-16.13511916063726,-5.86250114440918,0.0,6,3,8.246730765327811,4.83105250261724,3.4156782627105713,0.0,1
tail/passive_2/reinstall/had_been,tail,passive_2,had_been,program,,The program had been ,.,reinstall,seep,reinstalled,seeped,released_inventory,2.76,2.79,2.54,2.56,-0.03000000000000025,-0.020000000000000018,1,The program had been reinstalled.,The program had been seeped.,-28.94190537929535,-12.064447402954102,-2.3495001792907715,0.0,6,2,-38.22835084190592,-16.067946278955787,-7.632446765899658,0.0,7,3,9.286445462610573,4.003498876001686,5.282946586608887,0.0,1
tail/passive_1/whitewash/was,tail,passive_1,was,wall,painter,The wall was , by the painter.,whitewash,wane,whitewashed,waned,released_inventory,2.81,2.83,2.81,2.87,-0.020000000000000018,-0.06000000000000005,1,The wall was whitewashed by the painter.,The wall was waned by the painter.,-34.31752336025238,-6.891327381134033,-16.55409801006317,-5.034588813781738,8,2,-42.11810088157654,-15.048636436462402,-16.19736647605896,-2.2600133419036865,8,2,7.800577521324158,8.15730905532837,-0.3567315340042114,-2.7745754718780518,1
tail/passive_1/whitewash/had_been,tail,passive_1,had_been,wall,painter,The wall had been , by the painter.,whitewash,wane,whitewashed,waned,released_inventory,2.81,2.83,2.81,2.87,-0.020000000000000018,-0.06000000000000005,1,The wall had been whitewashed by the painter.,The wall had been waned by the painter.,-34.018672466278076,-5.536955714225769,-14.992491722106934,-4.005129814147949,9,2,-44.24504792690277,-13.99726152420044,-16.758561372756958,-1.643822431564331,9,2,10.226375460624695,8.46030580997467,1.7660696506500244,-2.361307382583618,1
tail/passive_2/whitewash/was,tail,passive_2,was,wall,,The wall was ,.,whitewash,wane,whitewashed,waned,released_inventory,2.81,2.83,2.81,2.87,-0.020000000000000018,-0.06000000000000005,1,The wall was whitewashed.,The wall was waned.,-20.298014163970947,-6.891327381134033,-2.5345888137817383,0.0,5,2,-28.930747747421265,-15.048636436462402,-3.0100133419036865,0.0,5,2,8.632733583450317,8.15730905532837,0.47542452812194824,0.0,1
tail/passive_2/whitewash/had_been,tail,passive_2,had_been,wall,,The wall had been ,.,whitewash,wane,whitewashed,waned,released_inventory,2.81,2.83,2.81,2.87,-0.020000000000000018,-0.06000000000000005,1,The wall had been whitewashed.,The wall had been waned.,-21.468810319900513,-5.536955714225769,-2.44262957572937,0.0,6,2,-30.442808985710144,-13.99726152420044,-2.956322431564331,0.0,6,2,8.973998665809631,8.46030580997467,0.5136928558349609,0.0,1
tail/passive_1/ingest/was,tail,passive_1,was,pill,patient,The pill was , by the patient.,ingest,conspire,ingested,conspired,released_inventory,2.83,2.81,3.11,3.11,0.020000000000000018,0.0,1,The pill was ingested by the patient.,The pill was conspired by the patient.,-29.265988808125257,-7.779923778027296,-8.402159333229065,-2.1617913246154785,8,2,-42.27470862865448,-14.691527843475342,-14.499275088310242,-2.4359045028686523,8,2,13.008719820529222,6.911604065448046,6.097115755081177,0.27411317825317383,1
tail/passive_1/ingest/had_been,tail,passive_1,had_been,pill,patient,The pill had been , by the patient.,ingest,conspire,ingested,conspired,released_inventory,2.83,2.81,3.11,3.11,0.020000000000000018,0.0,1,The pill had been ingested by the patient.,The pill had been conspired by the patient.,-31.895397203043103,-6.7694035936146975,-8.789888501167297,-1.8796734809875488,9,2,-43.66560387611389,-13.837076187133789,-13.492422580718994,-2.1119003295898438,9,2,11.770206673070788,7.067672593519092,4.702534079551697,0.23222684860229492,1
tail/passive_2/ingest/was,tail,passive_2,was,pill,,The pill was ,.,ingest,conspire,ingested,conspired,released_inventory,2.83,2.81,3.11,3.11,0.020000000000000018,0.0,1,The pill was ingested.,The pill was conspired.,-24.40062079951167,-7.779923778027296,-3.5367913246154785,0.0,5,2,-31.89883804321289,-14.691527843475342,-4.123404502868652,0.0,5,2,7.49821724370122,6.911604065448046,0.5866131782531738,0.0,1
tail/passive_2/ingest/had_been,tail,passive_2,had_been,pill,,The pill had been ,.,ingest,conspire,ingested,conspired,released_inventory,2.83,2.81,3.11,3.11,0.020000000000000018,0.0,1,The pill had been ingested.,The pill had been conspired.,-25.985182182863355,-6.7694035936146975,-2.879673480987549,0.0,6,2,-33.97258162498474,-13.837076187133789,-3.7994003295898438,0.0,6,2,7.9873994421213865,7.067672593519092,0.9197268486022949,0.0,1
tail/passive_1/overestimate/was,tail,passive_1,was,cost,accountant,The cost was , by the accountant.,overestimate,diverge,overestimated,diverged,released_inventory,2.83,2.83,2.76,2.76,0.0,0.0,1,The cost was overestimated by the accountant.,The cost was diverged by the accountant.,-36.953069154173136,-11.132020894438028,-13.493180751800537,-1.0375080108642578,8,2,-44.98761737346649,-17.88980484008789,-14.76994502544403,-2.022200107574463,8,2,8.034548219293356,6.757783945649862,1.2767642736434937,0.9846920967102051,1
tail/passive_1/overestimate/had_been,tail,passive_1,had_been,cost,accountant,The cost had been , by the accountant.,overestimate,diverge,overestimated,diverged,released_inventory,2.83,2.83,2.76,2.76,0.0,0.0,1,The cost had been overestimated by the accountant.,The cost had been diverged by the accountant.,-36.636040426790714,-8.483377553522587,-11.501675844192505,-1.164639949798584,9,2,-48.48324239253998,-18.01450538635254,-13.817749977111816,-2.401642322540283,9,2,11.847201965749264,9.531127832829952,2.3160741329193115,1.2370023727416992,1
tail/passive_2/overestimate/was,tail,passive_2,was,cost,,The cost was ,.,overestimate,diverge,overestimated,diverged,released_inventory,2.83,2.83,2.76,2.76,0.0,0.0,1,The cost was overestimated.,The cost was diverged.,-25.622396413236856,-11.132020894438028,-2.162508010864258,0.0,5,2,-33.114872455596924,-17.88980484008789,-2.897200107574463,0.0,5,2,7.492476042360067,6.757783945649862,0.7346920967102051,0.0,1
tail/passive_2/overestimate/had_been,tail,passive_2,had_been,cost,,The cost had been ,.,overestimate,diverge,overestimated,diverged,released_inventory,2.83,2.83,2.76,2.76,0.0,0.0,1,The cost had been overestimated.,The cost had been diverged.,-26.799004532396793,-8.483377553522587,-1.664639949798584,0.0,6,2,-37.567134737968445,-18.01450538635254,-2.901642322540283,0.0,6,2,10.768130205571651,9.531127832829952,1.2370023727416992,0.0,1
tail/passive_1/smother/was,tail,passive_1,was,victim,assailant,The victim was , by the assailant.,smother,subside,smothered,subsided,released_inventory,2.85,2.88,3.02,3.01,-0.029999999999999805,0.010000000000000231,1,The victim was smothered by the assailant.,The victim was subsided by the assailant.,-29.931510508060455,-10.69296646118164,-9.01588124036789,-2.399118423461914,9,2,-42.654543817043304,-20.107150554656982,-12.324730455875397,-1.6667406558990479,9,2,12.72303330898285,9.414184093475342,3.3088492155075073,-0.7323777675628662,1
tail/passive_1/smother/had_been,tail,passive_1,had_been,victim,assailant,The victim had been , by the assailant.,smother,subside,smothered,subsided,released_inventory,2.85,2.88,3.02,3.01,-0.029999999999999805,0.010000000000000231,1,The victim had been smothered by the assailant.,The victim had been subsided by the assailant.,-33.0549421608448,-11.157414436340332,-8.693965345621109,-2.4927196502685547,10,2,-46.536924839019775,-22.147099494934082,-11.186262965202332,-2.0872106552124023,10,2,13.481982678174973,10.98968505859375,2.4922976195812225,-0.40550899505615234,1
tail/passive_2/smother/was,tail,passive_2,was,victim,,The victim was ,.,smother,subside,smothered,subsided,released_inventory,2.85,2.88,3.02,3.01,-0.029999999999999805,0.010000000000000231,1,The victim was smothered.,The victim was subsided.,-24.87724769115448,-10.69296646118164,-3.961618423461914,0.0,5,2,-33.934054017066956,-20.107150554656982,-3.604240655899048,0.0,5,2,9.056806325912476,9.414184093475342,-0.3573777675628662,0.0,1
tail/passive_2/smother/had_been,tail,passive_2,had_been,victim,,The victim had been ,.,smother,subside,smothered,subsided,released_inventory,2.85,2.88,3.02,3.01,-0.029999999999999805,0.010000000000000231,1,The victim had been smothered.,The victim had been subsided.,-27.47869646549225,-11.157414436340332,-3.1177196502685547,0.0,6,2,-39.500372529029846,-22.147099494934082,-4.149710655212402,0.0,6,2,12.021676063537598,10.98968505859375,1.0319910049438477,0.0,1
tail/passive_1/coerce/was,tail,passive_1,was,witness,officer,The witness was , by the officer.,coerce,emigrate,coerced,emigrated,released_inventory,2.86,2.89,3.11,3.12,-0.03000000000000025,-0.010000000000000231,1,The witness was coerced by the officer.,The witness was emigrated by the officer.,-32.02578589995392,-9.965721047716215,-9.536539852619171,-1.748066782951355,9,3,-48.38397237658501,-16.47609981894493,-19.384347558021545,-4.99605655670166,8,2,16.35818647663109,6.510378771228716,9.847807705402374,3.247989773750305,1
tail/passive_1/coerce/had_been,tail,passive_1,had_been,witness,officer,The witness had been , by the officer.,coerce,emigrate,coerced,emigrated,released_inventory,2.86,2.89,3.11,3.12,-0.03000000000000025,-0.010000000000000231,1,The witness had been coerced by the officer.,The witness had been emigrated by the officer.,-34.2488185322145,-9.249752298579551,-9.70884120464325,-1.892973780632019,10,3,-51.122017942368984,-15.154868923127651,-20.676923990249634,-6.025397777557373,9,2,16.873199410154484,5.9051166245481,10.968082785606384,4.132423996925354,1
tail/passive_2/coerce/was,tail,passive_2,was,witness,,The witness was ,.,coerce,emigrate,coerced,emigrated,released_inventory,2.86,2.89,3.11,3.12,-0.03000000000000025,-0.010000000000000231,1,The witness was coerced.,The witness was emigrated.,-26.11231294949539,-9.965721047716215,-3.6230669021606445,0.0,6,3,-35.18318137526512,-16.47609981894493,-6.18355655670166,0.0,5,2,9.070868425769731,6.510378771228716,2.5604896545410156,0.0,1
tail/passive_2/coerce/had_been,tail,passive_2,had_been,witness,,The witness had been ,.,coerce,emigrate,coerced,emigrated,released_inventory,2.86,2.89,3.11,3.12,-0.03000000000000025,-0.010000000000000231,1,The witness had been coerced.,The witness had been emigrated.,-28.05795122741256,-9.249752298579551,-3.5179738998413086,0.0,7,3,-36.59549172967672,-15.154868923127651,-6.150397777557373,0.0,6,2,8.537540502264164,5.9051166245481,2.6324238777160645,0.0,1
tail/passive_1/recast/was,tail,passive_1,was,statue,sculptor,The statue was , by the sculptor.,recast,reappear,recast,reappeared,released_inventory,2.94,3.01,2.94,2.92,-0.06999999999999984,0.020000000000000018,1,The statue was recast by the sculptor.,The statue was reappeared by the sculptor.,-31.93596215173602,-7.829969823360443,-12.014628898352385,-2.5944108963012695,9,2,-40.768901631236076,-14.47692346572876,-14.200614735484123,-3.0536603927612305,9,2,8.832939479500055,6.646953642368317,2.1859858371317387,0.45924949645996094,1
tail/passive_1/recast/had_been,tail,passive_1,had_been,statue,sculptor,The statue had been , by the sculptor.,recast,reappear,recast,reappeared,released_inventory,2.94,3.01,2.94,2.92,-0.06999999999999984,0.020000000000000018,1,The statue had been recast by the sculptor.,The statue had been reappeared by the sculptor.,-34.60559533536434,-8.238067507743835,-11.05500714480877,-2.8624300956726074,10,2,-43.588739052414894,-14.964641273021698,-13.311577096581459,-2.8954241275787354,10,2,8.983143717050552,6.7265737652778625,2.25656995177269,0.03299403190612793,1
tail/passive_2/recast/was,tail,passive_2,was,statue,,The statue was ,.,recast,reappear,recast,reappeared,released_inventory,2.94,3.01,2.94,2.92,-0.06999999999999984,0.020000000000000018,1,The statue was recast.,The statue was reappeared.,-24.578244149684906,-7.829969823360443,-4.6569108963012695,0.0,5,2,-31.309447288513184,-14.47692346572876,-4.7411603927612305,0.0,5,2,6.731203138828278,6.646953642368317,0.08424949645996094,0.0,1
tail/passive_2/recast/had_been,tail,passive_2,had_been,statue,,The statue had been ,.,recast,reappear,recast,reappeared,released_inventory,2.94,3.01,2.94,2.92,-0.06999999999999984,0.020000000000000018,1,The statue had been recast.,The statue had been reappeared.,-27.10051828622818,-8.238067507743835,-3.5499300956726074,0.0,6,2,-33.29758608341217,-14.964641273021698,-3.0204241275787354,0.0,6,2,6.1970677971839905,6.7265737652778625,-0.5295059680938721,0.0,1
tail/passive_1/subvert/was,tail,passive_1,was,plan,spy,The plan was , by the spy.,subvert,persevere,subverted,persevered,released_inventory,2.95,2.96,2.64,2.63,-0.009999999999999787,0.010000000000000231,1,The plan was subverted by the spy.,The plan was persevered by the spy.,-35.265666365623474,-11.150038003921509,-14.581752896308899,-1.1559816598892212,8,2,-43.47784212604165,-14.84369495883584,-19.100271701812744,-3.302065372467041,9,3,8.212175760418177,3.6936569549143314,4.518518805503845,2.14608371257782,1
tail/passive_1/subvert/had_been,tail,passive_1,had_been,plan,spy,The plan had been , by the spy.,subvert,persevere,subverted,persevered,released_inventory,2.95,2.96,2.64,2.63,-0.009999999999999787,0.010000000000000231,1,The plan had been subverted by the spy.,The plan had been persevered by the spy.,-37.18708300590515,-11.315202236175537,-13.029786109924316,-1.021240234375,9,2,-45.43492271704599,-13.935792468022555,-18.65703558921814,-3.306924819946289,10,3,8.247839711140841,2.620590231847018,5.627249479293823,2.285684585571289,1
tail/passive_2/subvert/was,tail,passive_2,was,plan,,The plan was ,.,subvert,persevere,subverted,persevered,released_inventory,2.95,2.96,2.64,2.63,-0.009999999999999787,0.010000000000000231,1,The plan was subverted.,The plan was persevered.,-22.714895009994507,-11.150038003921509,-2.0309815406799316,0.0,5,2,-26.429635796695948,-14.84369495883584,-2.052065372467041,0.0,6,3,3.714740786701441,3.6936569549143314,0.021083831787109375,0.0,1
tail/passive_2/subvert/had_been,tail,passive_2,had_been,plan,,The plan had been ,.,subvert,persevere,subverted,persevered,released_inventory,2.95,2.96,2.64,2.63,-0.009999999999999787,0.010000000000000231,1,The plan had been subverted.,The plan had been persevered.,-26.053537130355835,-11.315202236175537,-1.896240234375,0.0,6,2,-29.709811947774142,-13.935792468022555,-2.931924819946289,0.0,7,3,3.656274817418307,2.620590231847018,1.035684585571289,0.0,1
tail/passive_1/quell/was,tail,passive_1,was,riot,officer,The riot was , by the officer.,quell,sympathize,quelled,sympathized,released_inventory,3.0,3.06,2.46,2.46,-0.06000000000000005,0.0,1,The riot was quelled by the officer.,The riot was sympathized by the officer.,-33.800466783344746,-5.906747825443745,-13.465564250946045,-1.2260541915893555,8,2,-43.43118816614151,-13.629433691501617,-15.373599767684937,-2.9822702407836914,8,2,9.630721382796764,7.722685866057873,1.9080355167388916,1.756216049194336,1
tail/passive_1/quell/had_been,tail,passive_1,had_been,riot,officer,The riot had been , by the officer.,quell,sympathize,quelled,sympathized,released_inventory,3.0,3.06,2.46,2.46,-0.06000000000000005,0.0,1,The riot had been quelled by the officer.,The riot had been sympathized by the officer.,-37.48021275550127,-6.075209803879261,-13.831171870231628,-1.5929746627807617,9,2,-47.03767567873001,-15.181139886379242,-14.282704710960388,-2.521747350692749,9,2,9.55746292322874,9.105930082499981,0.45153284072875977,0.9287726879119873,1
tail/passive_2/quell/was,tail,passive_2,was,riot,,The riot was ,.,quell,sympathize,quelled,sympathized,released_inventory,3.0,3.06,2.46,2.46,-0.06000000000000005,0.0,1,The riot was quelled.,The riot was sympathized.,-23.748456723988056,-5.906747825443745,-3.4135541915893555,0.0,5,2,-35.164858639240265,-13.629433691501617,-7.107270240783691,0.0,5,2,11.416401915252209,7.722685866057873,3.693716049194336,0.0,1
tail/passive_2/quell/had_been,tail,passive_2,had_been,riot,,The riot had been ,.,quell,sympathize,quelled,sympathized,released_inventory,3.0,3.06,2.46,2.46,-0.06000000000000005,0.0,1,The riot had been quelled.,The riot had been sympathized.,-25.992015548050404,-6.075209803879261,-2.3429746627807617,0.0,6,2,-39.33921808004379,-15.181139886379242,-6.58424711227417,0.0,6,2,13.34720253199339,9.105930082499981,4.241272449493408,0.0,1
tail/passive_1/preclude/was,tail,passive_1,was,option,rule,The option was , by the rule.,preclude,fluctuate,precluded,fluctuated,released_inventory,3.03,2.99,2.68,2.71,0.03999999999999959,-0.029999999999999805,1,The option was precluded by the rule.,The option was fluctuated by the rule.,-33.79424571990967,-10.777742385864258,-9.398797035217285,-0.8464888334274292,7,1,-46.11824297904968,-18.212483406066895,-14.288053274154663,-2.7540364265441895,8,2,12.323997259140015,7.434741020202637,4.889256238937378,1.9075475931167603,1
tail/passive_1/preclude/had_been,tail,passive_1,had_been,option,rule,The option had been , by the rule.,preclude,fluctuate,precluded,fluctuated,released_inventory,3.03,2.99,2.68,2.71,0.03999999999999959,-0.029999999999999805,1,The option had been precluded by the rule.,The option had been fluctuated by the rule.,-38.59361982345581,-10.43738842010498,-10.21896231174469,-0.7276943922042847,8,1,-51.90379726886749,-19.044084072113037,-14.922444105148315,-2.9868929386138916,9,2,13.310177445411682,8.606695652008057,4.7034817934036255,2.259198546409607,1
tail/passive_2/preclude/was,tail,passive_2,was,option,,The option was ,.,preclude,fluctuate,precluded,fluctuated,released_inventory,3.03,2.99,2.68,2.71,0.03999999999999959,-0.029999999999999805,1,The option was precluded.,The option was fluctuated.,-27.7419376373291,-10.777742385864258,-3.3464889526367188,0.0,4,1,-35.45922613143921,-18.212483406066895,-3.6290364265441895,0.0,5,2,7.717288494110107,7.434741020202637,0.2825474739074707,0.0,1
