pair_key,regime,subtask,template_id,context_id,subject,subject_class,good_row_id,bad_row_id,good_verb,bad_verb,good_source_zipf,bad_source_zipf,good_source_zipf_regime,bad_source_zipf_regime,good_inventory_source,bad_inventory_source,frame_continuation,whole_pair_object,good_sentence,bad_sentence,good_prompt,bad_prompt,good_anchor_token_index,bad_anchor_token_index,good_sentence_logprob,bad_sentence_logprob,good_minus_bad_lp,good_preferred
head|causative|object_frame_overlay_subject_lab_s01|overlay_subject_lab_s01_glass|17|soak|chat,head,causative,object_frame_overlay_subject_lab_s01,overlay_subject_lab_s01_glass,glass,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s01_glass|good|soak|518,v2|head|causative|overlay_subject_lab_s01_glass|bad|chat|26,soak,chat,3.609999895095825,4.570000171661377,head,head,freqblimp_curated,freqblimp_curated, the towel.,towel,"In the lab, the glass will soak the towel.","In the lab, the glass will chat the towel.","In the lab, the glass will soak","In the lab, the glass will chat",7,7,-49.841224670410156,-58.948272705078125,9.107048034667969,1
head|causative|object_frame_overlay_subject_lab_s01|overlay_subject_lab_s01_glass|18|shut|respond,head,causative,object_frame_overlay_subject_lab_s01,overlay_subject_lab_s01_glass,glass,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s01_glass|good|shut|516,v2|head|causative|overlay_subject_lab_s01_glass|bad|respond|40,shut,respond,4.78000020980835,4.53000020980835,head,head,freqblimp_curated,freqblimp_curated, the towel.,towel,"In the lab, the glass will shut the towel.","In the lab, the glass will respond the towel.","In the lab, the glass will shut","In the lab, the glass will respond",7,7,-54.84708023071289,-54.563575744628906,-0.2835044860839844,0
head|causative|object_frame_overlay_subject_lab_s01|overlay_subject_lab_s01_glass|19|turn|vanish,head,causative,object_frame_overlay_subject_lab_s01,overlay_subject_lab_s01_glass,glass,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s01_glass|good|turn|522,v2|head|causative|overlay_subject_lab_s01_glass|bad|vanish|45,turn,vanish,5.320000171661377,3.7200000286102295,head,head,freqblimp_curated,freqblimp_curated, the towel.,towel,"In the lab, the glass will turn the towel.","In the lab, the glass will vanish the towel.","In the lab, the glass will turn","In the lab, the glass will vanish",7,7,-51.09850311279297,-56.8264274597168,5.727924346923828,1
head|causative|object_frame_overlay_subject_lab_s01|overlay_subject_lab_s01_glass|20|melt|appear,head,causative,object_frame_overlay_subject_lab_s01,overlay_subject_lab_s01_glass,glass,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s01_glass|good|melt|510,v2|head|causative|overlay_subject_lab_s01_glass|bad|appear|23,melt,appear,3.9600000381469727,4.849999904632568,head,head,freqblimp_curated,freqblimp_curated, the towel.,towel,"In the lab, the glass will melt the towel.","In the lab, the glass will appear the towel.","In the lab, the glass will melt","In the lab, the glass will appear",7,7,-47.091182708740234,-53.1636848449707,6.072502136230469,1
head|causative|object_frame_overlay_subject_lab_s01|overlay_subject_lab_s01_glass|21|benefit|cry,head,causative,object_frame_overlay_subject_lab_s01,overlay_subject_lab_s01_glass,glass,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s01_glass|good|benefit|496,v2|head|causative|overlay_subject_lab_s01_glass|bad|cry|30,benefit,cry,4.820000171661377,4.590000152587891,head,head,freqblimp_curated,freqblimp_curated, the towel.,towel,"In the lab, the glass will benefit the towel.","In the lab, the glass will cry the towel.","In the lab, the glass will benefit","In the lab, the glass will cry",7,7,-52.91611099243164,-53.894901275634766,0.978790283203125,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|0|freeze|appear,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|freeze|541,v2|head|causative|overlay_subject_lab_s02_cup|bad|appear|46,freeze,appear,4.110000133514404,4.849999904632568,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will freeze the vase.","In the lab, the cup will appear the vase.","In the lab, the cup will freeze","In the lab, the cup will appear",7,7,-49.74470520019531,-51.26736831665039,1.5226631164550781,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|1|slow|struggle,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|slow|550,v2|head|causative|overlay_subject_lab_s02_cup|bad|struggle|66,slow,struggle,4.849999904632568,4.619999885559082,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will slow the vase.","In the lab, the cup will struggle the vase.","In the lab, the cup will slow","In the lab, the cup will struggle",7,7,-52.41416931152344,-55.48878479003906,3.074615478515625,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|2|shut|react,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|shut|549,v2|head|causative|overlay_subject_lab_s02_cup|bad|react|61,shut,react,4.78000020980835,4.159999847412109,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will shut the vase.","In the lab, the cup will react the vase.","In the lab, the cup will shut","In the lab, the cup will react",7,7,-52.79856491088867,-55.62657928466797,2.828014373779297,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|3|crash|respond,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|crash|535,v2|head|causative|overlay_subject_lab_s02_cup|bad|respond|63,crash,respond,4.550000190734863,4.53000020980835,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will crash the vase.","In the lab, the cup will respond the vase.","In the lab, the cup will crash","In the lab, the cup will respond",7,7,-48.8187255859375,-56.558189392089844,7.739463806152344,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|4|benefit|complain,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|benefit|529,v2|head|causative|overlay_subject_lab_s02_cup|bad|complain|51,benefit,complain,4.820000171661377,4.230000019073486,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will benefit the vase.","In the lab, the cup will complain the vase.","In the lab, the cup will benefit","In the lab, the cup will complain",7,7,-51.72801208496094,-59.460235595703125,7.7322235107421875,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|5|dry|reply,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|dry|538,v2|head|causative|overlay_subject_lab_s02_cup|bad|reply|62,dry,reply,4.739999771118164,4.5,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will dry the vase.","In the lab, the cup will reply the vase.","In the lab, the cup will dry","In the lab, the cup will reply",7,7,-53.07520294189453,-59.39122009277344,6.316017150878906,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|6|shrink|exist,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|shrink|548,v2|head|causative|overlay_subject_lab_s02_cup|bad|exist|57,shrink,exist,3.7300000190734863,4.730000019073486,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will shrink the vase.","In the lab, the cup will exist the vase.","In the lab, the cup will shrink","In the lab, the cup will exist",7,7,-50.676422119140625,-58.745361328125,8.068939208984375,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|7|stretch|vanish,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|stretch|553,v2|head|causative|overlay_subject_lab_s02_cup|bad|vanish|68,stretch,vanish,4.349999904632568,3.7200000286102295,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will stretch the vase.","In the lab, the cup will vanish the vase.","In the lab, the cup will stretch","In the lab, the cup will vanish",7,7,-51.393951416015625,-55.20261001586914,3.8086585998535156,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|8|soak|arrive,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|soak|551,v2|head|causative|overlay_subject_lab_s02_cup|bad|arrive|47,soak,arrive,3.609999895095825,4.380000114440918,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will soak the vase.","In the lab, the cup will arrive the vase.","In the lab, the cup will soak","In the lab, the cup will arrive",7,7,-51.458885192871094,-53.89697265625,2.4380874633789062,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|9|warp|disappear,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|warp|557,v2|head|causative|overlay_subject_lab_s02_cup|bad|disappear|56,warp,disappear,3.630000114440918,4.090000152587891,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will warp the vase.","In the lab, the cup will disappear the vase.","In the lab, the cup will warp","In the lab, the cup will disappear",7,7,-49.958213806152344,-52.84894943237305,2.890735626220703,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|10|worry|boast,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|worry|558,v2|head|causative|overlay_subject_lab_s02_cup|bad|boast|48,worry,boast,4.840000152587891,3.509999990463257,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will worry the vase.","In the lab, the cup will boast the vase.","In the lab, the cup will worry","In the lab, the cup will boast",7,7,-50.182559967041016,-54.06800842285156,3.885448455810547,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|11|melt|cry,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|melt|543,v2|head|causative|overlay_subject_lab_s02_cup|bad|cry|53,melt,cry,3.9600000381469727,4.590000152587891,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will melt the vase.","In the lab, the cup will cry the vase.","In the lab, the cup will melt","In the lab, the cup will cry",7,7,-48.809383392333984,-57.29157638549805,8.482192993164062,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|12|change|chat,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|change|531,v2|head|causative|overlay_subject_lab_s02_cup|bad|chat|49,change,chat,4.760000228881836,4.570000171661377,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will change the vase.","In the lab, the cup will chat the vase.","In the lab, the cup will change","In the lab, the cup will chat",7,7,-51.357322692871094,-58.12553787231445,6.768215179443359,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|13|grow|scream,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|grow|542,v2|head|causative|overlay_subject_lab_s02_cup|bad|scream|64,grow,scream,4.900000095367432,4.139999866485596,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will grow the vase.","In the lab, the cup will scream the vase.","In the lab, the cup will grow","In the lab, the cup will scream",7,7,-50.66555404663086,-55.93212127685547,5.266567230224609,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|14|fold|disagree,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|fold|540,v2|head|causative|overlay_subject_lab_s02_cup|bad|disagree|55,fold,disagree,4.079999923706055,4.090000152587891,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will fold the vase.","In the lab, the cup will disagree the vase.","In the lab, the cup will fold","In the lab, the cup will disagree",7,7,-51.215545654296875,-57.851165771484375,6.6356201171875,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|15|dim|smile,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|dim|536,v2|head|causative|overlay_subject_lab_s02_cup|bad|smile|65,dim,smile,3.619999885559082,4.639999866485596,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will dim the vase.","In the lab, the cup will smile the vase.","In the lab, the cup will dim","In the lab, the cup will smile",7,7,-53.735260009765625,-57.697181701660156,3.9619216918945312,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|16|burn|compete,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|burn|530,v2|head|causative|overlay_subject_lab_s02_cup|bad|compete|50,burn,compete,4.53000020980835,4.389999866485596,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will burn the vase.","In the lab, the cup will compete the vase.","In the lab, the cup will burn","In the lab, the cup will compete",7,7,-49.337181091308594,-53.797264099121094,4.4600830078125,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|17|accelerate|testify,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|accelerate|526,v2|head|causative|overlay_subject_lab_s02_cup|bad|testify|67,accelerate,testify,3.6600000858306885,3.8399999141693115,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will accelerate the vase.","In the lab, the cup will testify the vase.","In the lab, the cup will accelerate","In the lab, the cup will testify",7,7,-52.67531967163086,-56.79359436035156,4.118274688720703,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|18|fade|cough,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|fade|539,v2|head|causative|overlay_subject_lab_s02_cup|bad|cough|52,fade,cough,3.859999895095825,3.950000047683716,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will fade the vase.","In the lab, the cup will cough the vase.","In the lab, the cup will fade","In the lab, the cup will cough",7,7,-54.383056640625,-58.453697204589844,4.070640563964844,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|19|drop|die,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|drop|537,v2|head|causative|overlay_subject_lab_s02_cup|bad|die|54,drop,die,4.989999771118164,5.070000171661377,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will drop the vase.","In the lab, the cup will die the vase.","In the lab, the cup will drop","In the lab, the cup will die",7,7,-49.87913513183594,-56.165313720703125,6.2861785888671875,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|20|stop|lie,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|stop|552,v2|head|causative|overlay_subject_lab_s02_cup|bad|lie|60,stop,lie,4.400000095367432,4.840000152587891,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will stop the vase.","In the lab, the cup will lie the vase.","In the lab, the cup will stop","In the lab, the cup will lie",7,7,-47.68296813964844,-54.050621032714844,6.367652893066406,1
head|causative|object_frame_overlay_subject_lab_s02|overlay_subject_lab_s02_cup|21|crack|laugh,head,causative,object_frame_overlay_subject_lab_s02,overlay_subject_lab_s02_cup,cup,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s02_cup|good|crack|534,v2|head|causative|overlay_subject_lab_s02_cup|bad|laugh|59,crack,laugh,4.409999847412109,4.659999847412109,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the cup will crack the vase.","In the lab, the cup will laugh the vase.","In the lab, the cup will crack","In the lab, the cup will laugh",7,7,-47.479312896728516,-59.28907012939453,11.809757232666016,1
head|causative|object_frame_overlay_subject_lab_s03|overlay_subject_lab_s03_box|0|crack|disagree,head,causative,object_frame_overlay_subject_lab_s03,overlay_subject_lab_s03_box,box,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s03_box|good|crack|567,v2|head|causative|overlay_subject_lab_s03_box|bad|disagree|78,crack,disagree,4.409999847412109,4.090000152587891,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the box will crack the vase.","In the lab, the box will disagree the vase.","In the lab, the box will crack","In the lab, the box will disagree",7,7,-46.83034896850586,-60.20064926147461,13.37030029296875,1
head|causative|object_frame_overlay_subject_lab_s03|overlay_subject_lab_s03_box|1|dry|boast,head,causative,object_frame_overlay_subject_lab_s03,overlay_subject_lab_s03_box,box,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s03_box|good|dry|571,v2|head|causative|overlay_subject_lab_s03_box|bad|boast|71,dry,boast,4.739999771118164,3.509999990463257,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the box will dry the vase.","In the lab, the box will boast the vase.","In the lab, the box will dry","In the lab, the box will boast",7,7,-52.047821044921875,-55.205665588378906,3.1578445434570312,1
head|causative|object_frame_overlay_subject_lab_s03|overlay_subject_lab_s03_box|2|crash|arrive,head,causative,object_frame_overlay_subject_lab_s03,overlay_subject_lab_s03_box,box,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s03_box|good|crash|568,v2|head|causative|overlay_subject_lab_s03_box|bad|arrive|70,crash,arrive,4.550000190734863,4.380000114440918,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the box will crash the vase.","In the lab, the box will arrive the vase.","In the lab, the box will crash","In the lab, the box will arrive",7,7,-51.2044563293457,-54.1593017578125,2.954845428466797,1
head|causative|object_frame_overlay_subject_lab_s03|overlay_subject_lab_s03_box|3|close|respond,head,causative,object_frame_overlay_subject_lab_s03,overlay_subject_lab_s03_box,box,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s03_box|good|close|566,v2|head|causative|overlay_subject_lab_s03_box|bad|respond|86,close,respond,5.360000133514404,4.53000020980835,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the box will close the vase.","In the lab, the box will respond the vase.","In the lab, the box will close","In the lab, the box will respond",7,7,-48.36991500854492,-56.47589111328125,8.105976104736328,1
head|causative|object_frame_overlay_subject_lab_s03|overlay_subject_lab_s03_box|4|freeze|lie,head,causative,object_frame_overlay_subject_lab_s03,overlay_subject_lab_s03_box,box,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s03_box|good|freeze|574,v2|head|causative|overlay_subject_lab_s03_box|bad|lie|83,freeze,lie,4.110000133514404,4.840000152587891,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the box will freeze the vase.","In the lab, the box will lie the vase.","In the lab, the box will freeze","In the lab, the box will lie",7,7,-47.84088134765625,-54.274635314941406,6.433753967285156,1
head|causative|object_frame_overlay_subject_lab_s03|overlay_subject_lab_s03_box|5|shrink|react,head,causative,object_frame_overlay_subject_lab_s03,overlay_subject_lab_s03_box,box,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s03_box|good|shrink|581,v2|head|causative|overlay_subject_lab_s03_box|bad|react|84,shrink,react,3.7300000190734863,4.159999847412109,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the box will shrink the vase.","In the lab, the box will react the vase.","In the lab, the box will shrink","In the lab, the box will react",7,7,-49.89520263671875,-54.73149871826172,4.836296081542969,1
head|causative|object_frame_overlay_subject_lab_s03|overlay_subject_lab_s03_box|6|move|reply,head,causative,object_frame_overlay_subject_lab_s03,overlay_subject_lab_s03_box,box,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s03_box|good|move|577,v2|head|causative|overlay_subject_lab_s03_box|bad|reply|85,move,reply,5.349999904632568,4.5,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the box will move the vase.","In the lab, the box will reply the vase.","In the lab, the box will move","In the lab, the box will reply",7,7,-46.96879196166992,-59.850135803222656,12.881343841552734,1
head|causative|object_frame_overlay_subject_lab_s03|overlay_subject_lab_s03_box|7|melt|testify,head,causative,object_frame_overlay_subject_lab_s03,overlay_subject_lab_s03_box,box,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s03_box|good|melt|576,v2|head|causative|overlay_subject_lab_s03_box|bad|testify|90,melt,testify,3.9600000381469727,3.8399999141693115,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the box will melt the vase.","In the lab, the box will testify the vase.","In the lab, the box will melt","In the lab, the box will testify",7,7,-48.35371780395508,-58.060997009277344,9.707279205322266,1
head|causative|object_frame_overlay_subject_lab_s03|overlay_subject_lab_s03_box|8|open|complain,head,causative,object_frame_overlay_subject_lab_s03,overlay_subject_lab_s03_box,box,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s03_box|good|open|578,v2|head|causative|overlay_subject_lab_s03_box|bad|complain|74,open,complain,5.480000019073486,4.230000019073486,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the box will open the vase.","In the lab, the box will complain the vase.","In the lab, the box will open","In the lab, the box will complain",7,7,-46.607078552246094,-60.990821838378906,14.383743286132812,1
head|causative|object_frame_overlay_subject_lab_s03|overlay_subject_lab_s03_box|9|warp|compete,head,causative,object_frame_overlay_subject_lab_s03,overlay_subject_lab_s03_box,box,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s03_box|good|warp|590,v2|head|causative|overlay_subject_lab_s03_box|bad|compete|73,warp,compete,3.630000114440918,4.389999866485596,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the box will warp the vase.","In the lab, the box will compete the vase.","In the lab, the box will warp","In the lab, the box will compete",7,7,-49.713233947753906,-55.84120559692383,6.127971649169922,1
head|causative|object_frame_overlay_subject_lab_s03|overlay_subject_lab_s03_box|10|accelerate|disappear,head,causative,object_frame_overlay_subject_lab_s03,overlay_subject_lab_s03_box,box,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s03_box|good|accelerate|559,v2|head|causative|overlay_subject_lab_s03_box|bad|disappear|79,accelerate,disappear,3.6600000858306885,4.090000152587891,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the box will accelerate the vase.","In the lab, the box will disappear the vase.","In the lab, the box will accelerate","In the lab, the box will disappear",7,7,-52.28660202026367,-52.27310562133789,-0.01349639892578125,0
head|causative|object_frame_overlay_subject_lab_s03|overlay_subject_lab_s03_box|11|fade|smile,head,causative,object_frame_overlay_subject_lab_s03,overlay_subject_lab_s03_box,box,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s03_box|good|fade|572,v2|head|causative|overlay_subject_lab_s03_box|bad|smile|88,fade,smile,3.859999895095825,4.639999866485596,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the box will fade the vase.","In the lab, the box will smile the vase.","In the lab, the box will fade","In the lab, the box will smile",7,7,-53.56721496582031,-58.14100646972656,4.57379150390625,1
head|causative|object_frame_overlay_subject_lab_s03|overlay_subject_lab_s03_box|12|fold|scream,head,causative,object_frame_overlay_subject_lab_s03,overlay_subject_lab_s03_box,box,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s03_box|good|fold|573,v2|head|causative|overlay_subject_lab_s03_box|bad|scream|87,fold,scream,4.079999923706055,4.139999866485596,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the box will fold the vase.","In the lab, the box will scream the vase.","In the lab, the box will fold","In the lab, the box will scream",7,7,-49.96611785888672,-55.303977966308594,5.337860107421875,1
head|causative|object_frame_overlay_subject_lab_s03|overlay_subject_lab_s03_box|13|benefit|struggle,head,causative,object_frame_overlay_subject_lab_s03,overlay_subject_lab_s03_box,box,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s03_box|good|benefit|562,v2|head|causative|overlay_subject_lab_s03_box|bad|struggle|89,benefit,struggle,4.820000171661377,4.619999885559082,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the box will benefit the vase.","In the lab, the box will struggle the vase.","In the lab, the box will benefit","In the lab, the box will struggle",7,7,-52.978790283203125,-56.8879508972168,3.909160614013672,1
head|causative|object_frame_overlay_subject_lab_s03|overlay_subject_lab_s03_box|14|shut|appear,head,causative,object_frame_overlay_subject_lab_s03,overlay_subject_lab_s03_box,box,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s03_box|good|shut|582,v2|head|causative|overlay_subject_lab_s03_box|bad|appear|69,shut,appear,4.78000020980835,4.849999904632568,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the box will shut the vase.","In the lab, the box will appear the vase.","In the lab, the box will shut","In the lab, the box will appear",7,7,-51.39881134033203,-51.63835144042969,0.23954010009765625,1
head|causative|object_frame_overlay_subject_lab_s03|overlay_subject_lab_s03_box|15|drop|exist,head,causative,object_frame_overlay_subject_lab_s03,overlay_subject_lab_s03_box,box,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s03_box|good|drop|570,v2|head|causative|overlay_subject_lab_s03_box|bad|exist|80,drop,exist,4.989999771118164,4.730000019073486,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the box will drop the vase.","In the lab, the box will exist the vase.","In the lab, the box will drop","In the lab, the box will exist",7,7,-47.985572814941406,-58.16025161743164,10.174678802490234,1
head|causative|object_frame_overlay_subject_lab_s03|overlay_subject_lab_s03_box|16|soak|cough,head,causative,object_frame_overlay_subject_lab_s03,overlay_subject_lab_s03_box,box,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s03_box|good|soak|584,v2|head|causative|overlay_subject_lab_s03_box|bad|cough|75,soak,cough,3.609999895095825,3.950000047683716,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the box will soak the vase.","In the lab, the box will cough the vase.","In the lab, the box will soak","In the lab, the box will cough",7,7,-52.502811431884766,-57.587738037109375,5.084926605224609,1
head|causative|object_frame_overlay_subject_lab_s03|overlay_subject_lab_s03_box|17|slow|vanish,head,causative,object_frame_overlay_subject_lab_s03,overlay_subject_lab_s03_box,box,manual_inanimate_subject,v2|head|causative|overlay_subject_lab_s03_box|good|slow|583,v2|head|causative|overlay_subject_lab_s03_box|bad|vanish|91,slow,vanish,4.849999904632568,3.7200000286102295,head,head,freqblimp_curated,freqblimp_curated, the vase.,vase,"In the lab, the box will slow the vase.","In the lab, the box will vanish the vase.","In the lab, the box will slow","In the lab, the box will vanish",7,7,-52.465492248535156,-54.46152114868164,1.9960289001464844,1
